1692895876,61,info,DmrppRequestHandler::DmrppRequestHandler() - Concurrent Compute Threads: Enabled. max_compute_threads: 512
1692895876,61,info,DmrppRequestHandler::DmrppRequestHandler() - Concurrent Transfer Threads: Enabled. max_transfer_threads: 16
1692895876,61,info,DmrppRequestHandler::DmrppRequestHandler() - Contiguous Concurrency Threshold: 2097152 bytes.
1692895876,63,info,DmrppRequestHandler::DmrppRequestHandler() - Concurrent Compute Threads: Enabled. max_compute_threads: 512
1692895876,63,info,DmrppRequestHandler::DmrppRequestHandler() - Concurrent Transfer Threads: Enabled. max_transfer_threads: 16
1692895876,63,info,DmrppRequestHandler::DmrppRequestHandler() - Contiguous Concurrency Threshold: 2097152 bytes.
1692897064,184,info,CurlUtils::retrieve_effective_url() - Source URL: 'https://data.gesdisc.uat.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.06/2021/273/3B-HHR.MS.MRG.3IMERG.20210930-S000000-E002959.0000.V06B.HDF5(trusted)' CURLINFO_EFFECTIVE_URL: 'https://gesdisc-cumulus-uat-protected.s3.us-west-2.amazonaws.com/GPM_L3/GPM_3IMERGHH.06/2021/273/3B-HHR.MS.MRG.3IMERG.20210930-S000000-E002959.0000.V06B.HDF5?A-userid=uuidev'(trusted)
1692897459,184,info,CurlUtils::retrieve_effective_url() - Source URL: 'https://data.gesdisc.uat.earthdata.nasa.gov/data/MERRA2/M2T1NXSLV.5.12.4/2021/08/MERRA2_400.tavg1_2d_slv_Nx.20210831.nc4(trusted)' CURLINFO_EFFECTIVE_URL: 'https://gesdisc-cumulus-uat-protected.s3.us-west-2.amazonaws.com/MERRA2/M2T1NXSLV.5.12.4/2021/08/MERRA2_400.tavg1_2d_slv_Nx.20210831.nc4?A-userid=uuidev'(trusted)
1692899479,184,info,CurlUtils::retrieve_effective_url() - Source URL: 'https://archive.podaac.sit.earthdata.nasa.gov/podaac-sit-cumulus-protected/H09-AHI-L3C-ACSPO-v2.90/20230821130000-STAR-L3C_GHRSST-SSTsubskin-AHI_H09-ACSPO_V2.90-v02.0-fv01.0.nc(trusted)' CURLINFO_EFFECTIVE_URL: 'https://podaac-sit-cumulus-protected.s3.us-west-2.amazonaws.com/H09-AHI-L3C-ACSPO-v2.90/20230821130000-STAR-L3C_GHRSST-SSTsubskin-AHI_H09-ACSPO_V2.90-v02.0-fv01.0.nc?A-userid=podaaccloud'(trusted)
1692899511,184,info,BESUtil::file_to_stream() - Using ostream: 0x7ffce9679f70 cout: 0x6123c0
